text,class
"Thanks ! Since java9 isn't a LTS java version and CXF 3.3.x has JDK11 support, I'd like to close this issue for now. We can reopen if we do need it in the future. Freeman",non_debt
When I tried to run tests on JDK9 I get:,non_debt
CxfEndpoint with JDK9:,non_debt
"The fix for 12251will be in 2.20.3, but it doesn't help",non_debt
The fix for CAMEL-12251 should not help with original problem - it should just make it visible in logs ;),non_debt
"Yeah, I was on a train and I messed up with the issue.",non_debt
"Yeah the proposed solution by gnodet is good, lets use that.",non_debt
"The error ""name is already instanciated (sic) as null and cannot be removed"" is thrown when configuring a component in Blueprint using property placeholders. I noticed when trying to migrate my project to Camel 2.20.2 (from 2.17.4) Example: The bean is referenced in a Camel route: Throws exception: Removing the property placeholder fixes the issue: According to Guillaume Nodet, this seems to have been introduced by this pull request: Solution proposed by Guillaume Nodet is to change line 1056 of to I tested this change locally and it seems to work, however I don't know if this can cause other problems.",non_debt
"Blueprint error: ""name is already instanciated as null and cannot be removed""",non_debt
First set of commits with work on this. More options needed to be added on component level as well. Added a new to demonstrate some of this.,non_debt
"Got most of the options added, there is still some more, need to look into which ones that make sense to add",non_debt
"The component has no options. But we should allow to configure connection settings etc so you can configure this once. And also maybe let it auto-detect rabbitmq connection factory, so spring-boot users can just configure it the spring-boot way.",non_debt
camel-rabbitmq - Allow to configure connection settings on component level,non_debt
I'm working on a PR,non_debt
patch applied on behalf of Mike Schippers with thanks!,non_debt
"The CxfRsProducer doesn't configure a on the client while using the Proxy API. When using the HTTP API this is working fine. So when i create an endpoint like this: In case i use the HTTP API the header ""foo"" is sent but not when i use the Proxy API.",non_debt
CxfRsProducer doesn't configure while using the Proxy API,non_debt
Cannot reproduce with latest code.,non_debt
And with text content type,non_debt
"When using netty4-http producer to submit and retrieve data from a remote HTTP service, the response body is always null, even though the service is returning data. I have created a minimal sample project that shows this problem.",non_debt
Empty/null response from netty4-http template producer,non_debt
"Hi , thank you for raising this issue. Can you explain what content would be set in the {{keyValue}} in your example? I'm assuming PKCS#8 or SSLeay encoded RSA key? And why using {{KeyStore}} via doesn't work in your case?",non_debt
"Hi Zoran, It can be PCCS#12. The reason of this request is that it is not always possible to keep certificate in the filestystem, classpath or some URL. It can be stored in db as a content. When we get this cert from db we want to pass it to config.",non_debt
"{{KeyStore}} is Java default and preferred interface for fetching key material and there is a PKCS#12 keystore implementation shipped with JDK (now the default instead of JKS). Could you not provide that KeyStore implementation with the URL with returning an InputStream based on the content of the database? If we were to add support for specifying key as a String value, we would still need to provide the format and the password for that key, this would complicate the implementation without any real need as you could use the {{KeyStore}} API to accomplish the same.",non_debt
We were able to override keystoreparameters and stream to use our file.,non_debt
"Hello, Could you extend the way of using JWT OAUTH2.0 authorisation for Salesforce component? For the current moment it uses resource uri (path to file, classpath, URL), but we want to use key directly (from String variable): String { ... PrivateKey key = (PrivateKey) .... We would like to have possibility to set the key directly from String variable, so there will be new way how to configure JWT for SF: String keyValue=""This is some key content""; loginConfig = new <-- new option Thanks, Andrey",non_debt
camel-salesforce - Ability to use 'key' directly instead of pointing resource for,non_debt
"Nice. I am looking forward to the PAYLOAD. My last gripe with camel-cxf is really that a manual convertBodyTo is needed. BTW I get this maven issue now [INFO] A required plugin was not found: Plugin could not be found - check that the goal name is correct: Unable to download the artifact from any repository Try downloading the file manually from the project website. Then, install it using the command: mvn Alternatively, if you host your own repository you can deploy the file there: mvn deploy:deploy-file -Durl=[url] -DrepositoryId=[id] from the specified remote repositories: central from the specified remote repositories: central",non_debt
"Ah, since we have the snapshot dependency on the CXF 2.2 , we need to add the snapshot maven repository in our pom. I will did a quick fix it .",non_debt
"@Clause I'm deploying a new version of CXF 2.2 snapshot (there is a patch for camel-cxf), you should have a successful build on camel-cxf two hours later :)",non_debt
Closing 2.0m1 tickets,non_debt
Closing 2.0m1 tickets,non_debt
should be deleted from camel-jpa.jar,non_debt
